"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"15-Nov-2023","EQ","24,245.00","24,249.00","24,008.00","24,085.85","24,120.00","24,174.05","24,135.23","24,745.00","17,880.00","76,697","1,85,10,99,388.40","26,994"
"13-Nov-2023","EQ","24,298.00","24,298.00","24,032.00","24,283.35","24,032.05","24,085.85","24,095.37","24,745.00","17,880.00","28,528","68,73,92,821.30","13,617"
"12-Nov-2023","EQ","24,340.00","24,348.00","24,141.00","24,137.20","24,300.00","24,283.35","24,280.67","24,745.00","17,880.00","6,358","15,43,76,468.35","2,584"
"10-Nov-2023","EQ","24,226.75","24,249.50","24,055.65","24,226.75","24,120.15","24,137.20","24,134.23","24,745.00","17,880.00","28,317","68,34,08,908.95","13,001"
"09-Nov-2023","EQ","24,350.00","24,415.00","24,192.35","24,281.55","24,210.00","24,226.75","24,268.22","24,745.00","17,880.00","42,223","1,02,46,77,137.00","19,018"
"08-Nov-2023","EQ","24,369.05","24,412.70","24,220.05","24,369.50","24,290.00","24,281.55","24,302.32","24,745.00","17,880.00","36,305","88,22,95,593.50","15,048"
"07-Nov-2023","EQ","24,287.00","24,480.00","24,120.05","24,289.55","24,320.05","24,369.50","24,338.48","24,745.00","17,880.00","52,965","1,28,90,87,332.35","18,434"
"06-Nov-2023","EQ","24,150.05","24,390.50","24,058.70","23,999.05","24,280.00","24,289.55","24,274.55","24,745.00","17,880.00","74,276","1,80,30,16,349.70","22,106"
"03-Nov-2023","EQ","24,142.90","24,200.00","23,976.85","24,111.80","24,004.00","23,999.05","24,058.71","24,745.00","17,880.00","47,714","1,14,79,37,201.05","17,375"
"02-Nov-2023","EQ","23,990.20","24,149.80","23,773.10","23,872.70","24,082.10","24,111.80","23,954.33","24,745.00","17,880.00","1,07,068","2,56,47,42,082.30","30,495"
"01-Nov-2023","EQ","24,200.00","24,200.05","23,780.00","24,234.80","23,905.00","23,872.70","23,933.11","24,745.00","17,880.00","63,690","1,52,42,99,954.75","20,889"
"31-Oct-2023","EQ","24,300.00","24,330.00","24,122.05","24,171.70","24,252.60","24,234.80","24,227.75","24,745.00","17,880.00","51,639","1,25,10,96,564.40","16,888"
"30-Oct-2023","EQ","24,100.00","24,250.00","23,865.05","24,056.95","24,155.00","24,171.70","24,113.23","24,745.00","17,880.00","72,614","1,75,09,57,742.05","23,349"
"27-Oct-2023","EQ","23,550.50","24,228.00","23,440.35","23,545.60","24,050.00","24,056.95","23,850.53","24,745.00","17,880.00","1,30,437","3,11,09,92,155.85","34,960"
"26-Oct-2023","EQ","24,260.00","24,260.60","23,421.00","24,262.70","23,450.00","23,545.60","23,709.77","24,745.00","17,880.00","1,26,940","3,00,97,17,934.95","50,118"
"25-Oct-2023","EQ","24,280.00","24,529.70","24,153.10","24,197.75","24,245.25","24,262.70","24,376.32","24,745.00","17,880.00","1,11,350","2,71,43,02,981.55","32,560"
"23-Oct-2023","EQ","24,300.00","24,674.95","24,128.35","24,279.70","24,221.50","24,197.75","24,338.91","24,745.00","17,880.00","79,230","1,92,83,71,611.20","25,064"
"20-Oct-2023","EQ","24,099.95","24,745.00","24,001.80","24,132.35","24,282.00","24,279.70","24,442.94","24,745.00","17,880.00","2,07,934","5,08,25,18,900.15","58,475"
"19-Oct-2023","EQ","23,256.90","24,227.00","23,100.50","23,262.95","24,080.00","24,132.35","23,734.57","24,227.00","17,880.00","2,92,412","6,94,02,72,558.20","81,666"
"18-Oct-2023","EQ","23,325.30","23,447.15","23,200.00","23,325.30","23,250.00","23,262.95","23,303.35","23,599.85","17,880.00","35,671","83,12,53,632.00","14,747"
"17-Oct-2023","EQ","23,130.00","23,362.20","23,130.00","23,108.55","23,299.00","23,325.30","23,257.91","23,599.85","17,880.00","38,166","88,76,61,469.60","14,824"
"16-Oct-2023","EQ","23,550.00","23,550.00","22,975.05","23,554.35","23,129.00","23,108.55","23,128.90","23,599.85","17,880.00","86,608","2,00,31,47,617.30","27,098"
"13-Oct-2023","EQ","23,075.05","23,599.85","22,955.40","23,075.15","23,550.00","23,554.35","23,393.30","23,599.85","17,880.00","90,791","2,12,39,01,066.95","31,894"
"12-Oct-2023","EQ","23,223.00","23,300.00","22,962.05","23,202.05","23,115.00","23,075.15","23,094.69","23,395.35","17,880.00","54,222","1,25,22,40,416.95","24,225"
"11-Oct-2023","EQ","22,968.05","23,273.90","22,930.00","22,968.05","23,211.25","23,202.05","23,114.93","23,395.35","17,880.00","67,338","1,55,65,13,299.30","20,432"
"10-Oct-2023","EQ","22,960.00","23,017.00","22,825.35","22,881.85","23,000.05","22,968.05","22,907.73","23,395.35","17,880.00","39,663","90,85,89,180.30","16,446"
"09-Oct-2023","EQ","22,812.05","22,980.80","22,800.00","22,912.25","22,910.00","22,881.85","22,894.69","23,395.35","17,880.00","23,755","54,38,63,392.20","12,053"
"06-Oct-2023","EQ","22,989.95","23,067.60","22,814.90","22,918.70","22,900.00","22,912.25","22,949.42","23,395.35","17,880.00","38,812","89,07,12,963.10","15,814"
"05-Oct-2023","EQ","23,005.00","23,107.20","22,775.00","22,986.20","22,900.00","22,918.70","22,940.97","23,395.35","17,880.00","68,000","1,55,99,85,961.50","28,623"
"04-Oct-2023","EQ","22,805.05","23,358.80","22,551.00","22,315.25","22,992.35","22,986.20","22,889.91","23,395.35","17,880.00","2,13,488","4,88,67,20,419.85","62,024"
"03-Oct-2023","EQ","22,506.90","22,594.70","22,255.15","22,506.90","22,307.65","22,315.25","22,386.71","23,395.35","17,880.00","50,013","1,11,96,26,444.50","24,199"
"29-Sep-2023","EQ","22,550.95","22,705.00","22,430.00","22,538.45","22,453.00","22,506.90","22,561.31","23,395.35","17,880.00","45,229","1,02,04,25,549.05","16,934"
"28-Sep-2023","EQ","22,900.00","22,907.95","22,447.80","22,873.00","22,640.00","22,538.45","22,631.72","23,395.35","17,880.00","51,981","1,17,64,19,254.15","19,382"
"27-Sep-2023","EQ","23,005.00","23,005.55","22,741.45","23,005.55","22,850.00","22,873.00","22,845.06","23,395.35","17,880.00","41,653","95,15,65,098.60","17,212"
"26-Sep-2023","EQ","22,700.00","23,062.90","22,596.05","22,638.75","22,980.00","23,005.55","22,896.78","23,395.35","17,880.00","66,001","1,51,12,10,441.25","22,327"
